----[BEISTRICH GETRENNTE CSV!]
----Code, Parent Key Columns, Child Key Columns 
AIN_ASR,ASR_FIRMENNR; ASR_AUSSCHREIBUNGSNR,FIRMENNR; AUSSCHREIBUNGSNR
ASZ_ASR,ASR_AUSSCHREIBUNGSNR; ASR_FIRMENNR,AUSSCHREIBUNGSNR; FIRMENNR
BWB_ASR,ASR_FIRMENNR; ASR_AUSSCHREIBUNGSNR,FIRMENNR; AUSSCHREIBUNGSNR
IMD_ASR,ASR_AUSSCHREIBUNGSNR; ASR_FIRMENNR,AUSSCHREIBUNGSNR; FIRMENNR
INR_ASR,ASR_FIRMENNR; ASR_AUSSCHREIBUNGSNR,FIRMENNR; AUSSCHREIBUNGSNR
ISZ_ASR,FIRMENNR; STELLENNR,FIRMENNR; AUSSCHREIBUNGSNR
OBA_ASR,ASR_AUSSCHREIBUNGSNR; ASR_FIRMENNR,AUSSCHREIBUNGSNR; FIRMENNR
PIP_ASR,ASR_AUSSCHREIBUNGSNR; ASR_FIRMENNR,AUSSCHREIBUNGSNR; FIRMENNR
POZ_ASR,ASR_AUSSCHREIBUNGSNR; ASR_FIRMENNR,AUSSCHREIBUNGSNR; FIRMENNR
AST_AST,SET_ASTATISTIKID,ASTATISTIKID
BTZ_ASW,ASW_AUSWEISNR; ASW_FIRMENNR,AUSWEISNR; FIRMENNR
ZAB_ASW,ASW_FIRMENNR; ASW_AUSWEISNR,FIRMENNR; AUSWEISNR
ZBU_ASW,AUSWEISNR; ASW_FIRMENNR,AUSWEISNR; FIRMENNR
ATF_ATE,ATE_FIRMENNR; ABTEILUNGSNR,FIRMENNR; ABTEILUNGSNR
BSG_ATE,ATE_FIRMENNR; ATE_ABTEILUNGSNR,FIRMENNR; ABTEILUNGSNR
DVH_ATE,ABTEILUNGSNR; ATE_FIRMENNR,ABTEILUNGSNR; FIRMENNR
HFT_ATE,ATE_FIRMENNR; ABTEILUNGSNR,FIRMENNR; ABTEILUNGSNR
PER_ATE,ATE_FIRMENNR; ABTEILUNGSNR,FIRMENNR; ABTEILUNGSNR
PLG_ATE,ATE_FIRMENNR; ABTEILUNGSNR,FIRMENNR; ABTEILUNGSNR
PRO_ATE,ABTEILUNGSNR; ATE_FIRMENNR,ABTEILUNGSNR; FIRMENNR
PSW_ATE,ABTEILUNGSNR; ATE_FIRMENNR,ABTEILUNGSNR; FIRMENNR
PVF_ATE,ATE_FIRMENNR; ABTEILUNGSNR,FIRMENNR; ABTEILUNGSNR
SAP_ATE,ABTEILUNGSNR; ATE_FIRMENNR,ABTEILUNGSNR; FIRMENNR
SVR_ATE,ATE_FIRMENNR; ABTEILUNGSNR,FIRMENNR; ABTEILUNGSNR
UMF_ATE,ABT_ABTEILUNGSNR; ABT_FIRMENNR,ABTEILUNGSNR; FIRMENNR
VET_ATE,ATE_FIRMENNR; ABTEILUNGSNR,FIRMENNR; ABTEILUNGSNR
ZBU_ATE,ATE_FIRMENNR; ATE_ABTEILUNGSNR,FIRMENNR; ABTEILUNGSNR
AEZ_AUG,AUFGABENNR,AUFGABENNR
ATV_AUG,AUG_AUFGABENNR,AUFGABENNR
AUF_AUG,AUFGABENNR,AUFGABENNR
BET_AUG,AUG_AUFGABENNR,AUFGABENNR
BPO_AUG,AUFGABENNR,AUFGABENNR
KJO_AUG,AUFGABENNR,AUFGABENNR
MAB_AUG,AUFGABENNR,AUFGABENNR
MAG_AUG,AUFGABENNR,AUFGABENNR
AFK_AUT,AUSWERTTYPNR,AUSWERTTYPNR
ASK_AUT,AUSWERTTYPNR,AUSWERTTYPNR
AUE_AUT,AUSWERTTYPNR,AUSWERTTYPNR
AWC_AUT,AUSWERTTYPNR,AUSWERTTYPNR
AWE_AUT,AUSWERTTYPNR,AUSWERTTYPNR
FGA_AUW,KRITERIENNR; AUSWAHLNR,KRITERIENNR; AUSWAHLNR
ABL_AVB,FIRMENNR; KORENR; BUDGETNR,FIRMENNR; KORENR; BUDGETNR
AVL_AVE,VORERFID,VORERFID
BPZ_AVE,VORERFID,VORERFID
AVW_AVR,AVRID,AVRID
VAK_AVR,AVRID,AVRID
VAT_AVR,AVRID,AVRID
MAB_AVS,AVS_FIRMENNR; AVS_NR; AVS_TYP,FIRMENNR; STATUSNR; STATUSTYP
SFE_AVS,AVS_STATUSTYP; AVS_STATUSNR; AVS_FIRMENNR,STATUSTYP; STATUSNR; FIRMENNR
VAT_AVS,AVS_FIRMENNR; AVS_NR; AVS_TYP,FIRMENNR; STATUSNR; STATUSTYP
AWE_AWC,SPALTENAUSWAHLNR; AWC_FIRMENNR,SPALTENAUSWAHLNR; FIRMENNR
FAZ_AWD,ANTWORTID; ANTWDETAILLFDNR,ANTWORTID; ANTWDETAILLFDNR
OFR_AWD,ANTWDETAILLFDNR; ANTWORTID,ANTWDETAILLFDNR; ANTWORTID
ASB_AWE,AWE_FIRMENNR; AWE_AUSWERTTYPNR; AWE_AUSWERTNR,FIRMENNR; AUSWERTTYPNR; AUSWERTNR
AWS_AWE,FIRMENNR; AUSWERTNR; AUSWERTTYPNR,FIRMENNR; AUSWERTNR; AUSWERTTYPNR
AWZ_AWE,AWE_AUSWERTTYPNR; AWE_AUSWERTNR; AWE_FIRMENNR,AUSWERTTYPNR; AUSWERTNR; FIRMENNR
LPR_AWE,AWE_AUSWERTNR; AWE_FIRMENNR; AWE_AUSWERTTYPNR,AUSWERTNR; FIRMENNR; AUSWERTTYPNR
SMI_AWE,AUSWERTTYPNR; AWE_FIRMENNR; AUSWERTNR,AUSWERTTYPNR; FIRMENNR; AUSWERTNR
AWZ_AWE,AWE_AUSWERTNR_SUB; AWE_FIRMENNR_SUB; AWE_AUSWERTTYPNR_SUB,AUSWERTNR; FIRMENNR; AUSWERTTYPNR
AXZ_AXT,AXTID,AXTID
AZV_AZB,FIRMENNR; AMODELLNR,FIRMENNR; AMODELLNR
DVH_AZB,AMODELLNR; AZB_FIRMENNR,AMODELLNR; FIRMENNR
MIT_AZB,AMODELLNR; AZB_FIRMENNR,AMODELLNR; FIRMENNR
PSW_AZB,AZB_FIRMENNR; AMODELLNR,FIRMENNR; AMODELLNR
ABO_AZK,ANBUZKID,ANBUZKID
ABR_AZK,ANBUZKID,ANBUZKID
AZD_AZM,FIRMENNR; AMODELLNR; AMODELLTAG; AMODELLVERSION,FIRMENNR; AMODELLNR; AMODELLTAG; AMODELLVERSION
AZM_AZV,FIRMENNR; AMODELLNR; AMODELLVERSION,FIRMENNR; AMODELLNR; AMODELLVERSION
ALE_BAI,BANKINSTLFDNR,BANKINSTLFDNR
DVH_BAI,BANKINSTLFDNR,BANKINSTLFDNR
FFA_BAI,EMPF_BANKINSTLFDNR,BANKINSTLFDNR
FGK_BAI,EMPF_BANKINSTLFDNR,BANKINSTLFDNR
FGM_BAI,EMPF_BANKINSTLFDNR,BANKINSTLFDNR
FGR_BAI,SENDER_BANKINSTLFDNR,BANKINSTLFDNR
FIW_BAI,FIN_BANKINSTLFDNR,BANKINSTLFDNR
MIT_BAI,LOHN_BANKINSTLFDNR,BANKINSTLFDNR
PRO_BAI,FIRMA_BANKINSTLFDNR,BANKINSTLFDNR
SAP_BAI,FIRMA_BANKINSTLFDNR,BANKINSTLFDNR
UEB_BAI,BANKINSTLFDNR,BANKINSTLFDNR
ZAS_BAI,BANKINSTLFDNR,BANKINSTLFDNR
FFA_BAI,SENDER_BANKINSTLFDNR,BANKINSTLFDNR
FGK_BAI,SENDER_BANKINSTLFDNR,BANKINSTLFDNR
FGM_BAI,SENDER_BANKINSTLFDNR,BANKINSTLFDNR
FGR_BAI,EMPF_BANKINSTLFDNR,BANKINSTLFDNR
FIW_BAI,FIN_EMPF_BANKINSTLFDNR,BANKINSTLFDNR
FIW_BAI,GEM_BANKINSTLFDNR,BANKINSTLFDNR
PER_BAI,FIRMA_BANKINSTLFDNR,BANKINSTLFDNR
FIW_BAI,GEM_EMPF_BANKINSTLFDNR,BANKINSTLFDNR
FIW_BAI,GER_BANKINSTLFDNR,BANKINSTLFDNR
FIW_BAI,GER_EMPF_BANKINSTLFDNR,BANKINSTLFDNR
FIW_BAI,GKK_BANKINSTLFDNR,BANKINSTLFDNR
FIW_BAI,GKK_EMPF_BANKINSTLFDNR,BANKINSTLFDNR
BAI_BAK,BAK_LANDNR; BANKLEITZAHL; BANKNR,LANDNR; BANKLEITZAHL; BANKNR
FIR_BAK,KURS_BANKNR; KURS_BANKLEITZAHL; KURS_LANDNR,BANKNR; BANKLEITZAHL; LANDNR
KUZ_BAK,BAK_LANDNR; BANKLEITZAHL; BANKNR,LANDNR; BANKLEITZAHL; BANKNR
BAI_BAK,KORSP_BANKNR; KORSP_LANDNR; KORSP_BANKLEITZAHL,BANKNR; LANDNR; BANKLEITZAHL
BAR_BAR,REISENUMMER; SAMMELSPESENNR,REISENUMMER; BARLFDNR
GPO_BAU,BAUMID,BAUMID
BAL_BAZ,BAZ_FIRMENNR; BAZ_BAZ,FIRMENNR; BAZ
BAZ_BAZ,REFBAZ_FIRMENNR; REF_BAZ,FIRMENNR; BAZ
BZB_BAZ,BAZ; BAZ_FIRMENNR,BAZ; FIRMENNR
IDP_BAZ,BAZ_FIRMENNR; BAZ,FIRMENNR; BAZ
LOK_BAZ,BAZ; BAZ_FIRMENNR,BAZ; FIRMENNR
PCK_BAZ,BAZ_FIRMENNR; BAZ,FIRMENNR; BAZ
PCP_BAZ,LETZTES_BAZ; BAZ_FIRMENNR,BAZ; FIRMENNR
PKD_BAZ,BAZ_FIRMENNR; BAZ_BAZ,FIRMENNR; BAZ
PKS_BAZ,BAZ; BAZ_FIRMENNR,BAZ; FIRMENNR
PRZ_BAZ,BAZ_FIRMENNR; BAZ,FIRMENNR; BAZ
RGW_BAZ,BAZ_FIRMENNR; BAZ,FIRMENNR; BAZ
WEZ_BAZ,BAZ; BAZ_FIRMENNR,BAZ; FIRMENNR
PCK_BAZ,ORIG_BAZ; ORIG_BAZ_FIRMENNR,BAZ; FIRMENNR
VFA_BAZ,BAZ_FIRMENNR; BAZ,FIRMENNR; BAZ
PSM_BBK,DVFIRMENNR; PSMJAHR; BBK_BBKNR,FIRMENNR; LOHNJAHR; BBKNR
BCG_BCU,BMDCOMUSERID,BMDCOMUSERID
BUR_BCU,BMDCOMUSERID,BMDCOMUSERID
KLI_BCU,BMDCOMUSERID,BMDCOMUSERID
LCU_BCU,LINKEDCOMUSERID_FROM,BMDCOMUSERID
MIT_BCU,BMDCOMUSERID,BMDCOMUSERID
LCU_BCU,LINKEDCOMUSERID_TO,BMDCOMUSERID
BKU_BEF,BEFRAGUNGSNR,BEFRAGUNGSNR
FIR_BEK,BERECHTKATEGORIENR,BERECHTKATEGORIENR
BAT_BEM,BEMID,BEMID
BWB_BES,BEWSTATUSNR,BEWSTATUSNR
BWI_BES,BES_BEWSTATUSNR,BEWSTATUSNR
MIT_BES,BEWSTATUSNR,BEWSTATUSNR
PIP_BES,BES_BEWSTATUSNR,BEWSTATUSNR
VAT_BES,AVTEILNAHMESTATUSNR,BEWSTATUSNR
BTG_BEW,BEW_FIRMENNR; BEWMODELLNR,FIRMENNR; BEWMODELLNR
DVH_BEW,BEW_FIRMENNR; BEWMODELLNR,FIRMENNR; BEWMODELLNR
MIT_BEW,BEWMODELLNR; BEW_FIRMENNR,BEWMODELLNR; FIRMENNR
PSW_BEW,BEW_FIRMENNR; BEWMODELLNR,FIRMENNR; BEWMODELLNR
ZBK_BEW,BEW_FIRMENNR; BEWMODELLNR,FIRMENNR; BEWMODELLNR
ZSG_BEW,BEWMODELLNR; BEW_FIRMENNR,BEWMODELLNR; FIRMENNR
ZUB_BEW,BEW_FIRMENNR; BEWMODELLNR,FIRMENNR; BEWMODELLNR
ZUZ_BEW,BEWMODELLNR; BEW_FIRMENNR,BEWMODELLNR; FIRMENNR
BBR_BFI,BFI_FIRMENNR,BFIFIRMENNR
BGD_BFI,BFI_FIRMENNR,BFIFIRMENNR
GEF_BFK,BEFOERDERGKAT,BEFOERDERGKAT
GEP_BFK,BEFOERDERGKAT,BEFOERDERGKAT
BBR_BGD,BGD_DATENID,BGDID
BGD_BGD,PARENTDATENID,BGDID
BGP_BGS,BEITRAGSGRUPPEID,BEITRAGSGRUPPEID
PSJ_BGS,BGS_LEHRLING_ID,BEITRAGSGRUPPEID
PSM_BGS,BGS_BEITRAGSGRUPPEID,BEITRAGSGRUPPEID
BGP_BGS,BONUS_BGPID,BEITRAGSGRUPPEID
PSM_BGS,BGS_VG_WECHSEL_ID,BEITRAGSGRUPPEID
BGP_BGS,SID_LEHRLING3,BEITRAGSGRUPPEID
BGP_BGS,SID_LEHRLING4,BEITRAGSGRUPPEID
BGP_BGS,SID_LEHRLING1_HA,BEITRAGSGRUPPEID
BGP_BGS,SID_LEHRLING2_HA,BEITRAGSGRUPPEID
BGP_BGS,SID_LEHRLING3_HA,BEITRAGSGRUPPEID
BGP_BGS,SID_LEHRLING4_HA,BEITRAGSGRUPPEID
BGP_BGS,LEHRLING_PV_BGPID,BEITRAGSGRUPPEID
BGP_BGS,UEBER57_BGPID,BEITRAGSGRUPPEID
BGP_BGS,ALTERSPENSION_BGPID,BEITRAGSGRUPPEID
BGP_BGS,LEHRLING_BGPID,BEITRAGSGRUPPEID
BGP_BGS,FRUEHPENS_BGPID,BEITRAGSGRUPPEID
BGP_BGS,UEBER60_BGPID,BEITRAGSGRUPPEID
BGP_BGS,VOLLGERING_BGPID,BEITRAGSGRUPPEID
BGP_BGS,WECHSELBN_BGPID,BEITRAGSGRUPPEID
BGP_BGS,WECHSELPAUSCH_BGPID,BEITRAGSGRUPPEID
BGP_BGS,SID_LEHRLING1,BEITRAGSGRUPPEID
BGP_BGS,SID_LEHRLING2,BEITRAGSGRUPPEID
BUP_BIM,BIMODELLNR,BIMODELLNR
BIZ_BIP,INVESTITIONLFDNR; FIRMENNR; FIBUNR; BUDGETMODELLNR; BUDGETJAHR; BUART,INVESTITIONLFDNR; FIRMENNR; FIBUNR; BUDGETMODELLNR; BUDGETJAHR; BUART
BEZ_BKR,FIRMENNR; FIBUNR; EINZUGSKREISLFDNR,FIRMENNR; FIBUNR; EINZUGSKREISLFDNR
BSU_BKR,EINZUGSKREISLFDNR; FIBUNR; FIRMENNR,EINZUGSKREISLFDNR; FIBUNR; FIRMENNR
FGB_BKU,KRITERIENNR; BEFRAGUNGSNR,KRITERIENNR; BEFRAGUNGSNR
BVG_BKZ,FIRMENNR; KZNR; KZPAKETNR; ISTEIGENE,FIRMENNR; KZNR; KZPAKETNR; ISTEIGENE
BLB_BLS,BLOBLFDNR,BLOBLFDNR
ADR_BLD,BLD_LANDNR; BUNDESLANDLFDNR,LANDNR; BUNDESLANDLFDNR
FTG_BLD,BUNDESLANDLFDNR; BLD_LANDNR,BUNDESLANDLFDNR; LANDNR
ORT_BLD,BUNDESLANDLFDNR; BLD_LANDNR,BUNDESLANDLFDNR; LANDNR
ABF_BLS,BLS_BLOBLFDNR,BLOBLFDNR
ASJ_BLS,INPUTFILE_BLOBLFDNR,BLOBLFDNR
AUC_BLS,BLOBLFDNR,BLOBLFDNR
BAT_BLS,BLOBLFDNR,BLOBLFDNR
CDC_BLS,XMLDATA_BLOBLFDNR,BLOBLFDNR
DIA_BLS,BLOBLFDNR,BLOBLFDNR
DPD_BLS,BLOBLFDNR,BLOBLFDNR
DRS_BLS,MAILBODY_BLOBLFDNR,BLOBLFDNR
PTH_BLS,HISTORY_BLOBLFDNR,BLOBLFDNR
RGT_BLS,FILTER_BLOBLFDNR,BLOBLFDNR
RTI_BLS,BLOBLFDNR,BLOBLFDNR
TCT_BLS,DREHBUCHBLOBLFDNR,BLOBLFDNR
TCV_BLS,BEFEHLBLOBLFDNR,BLOBLFDNR
ASJ_BLS,OUTPUTFILE_BLOBLFDNR,BLOBLFDNR
DPD_BLS,METABLOBLFDNR,BLOBLFDNR
DRS_BLS,MAILSTAMPSET_BLOBLFDNR,BLOBLFDNR
TCT_BLS,NOTIZBLOBLFDNR,BLOBLFDNR
DPD_BLS,HOCRBLOBLFDNR,BLOBLFDNR
DRS_BLS,ARCHIVBETREFF_MBLOBNR,BLOBLFDNR
DRS_BLS,MAILBETREFF_MBLOBNR,BLOBLFDNR
BEM_BMA,ACCOUNTLFDNR,ACCOUNTLFDNR
DRS_BMA,MAILACCOUNTLFDNR,ACCOUNTLFDNR
RPF_BMF,KATALOGNR,KATALOGNR
ATL_BMG,BMDGRUPPENID,BMDGRUPPENID
DOZ_BMG,BMDGRUPPENID,BMDGRUPPENID
FFB_BMG,BMDGRUPPENID,BMDGRUPPENID
FFO_BMG,BMDGRUPPENID,BMDGRUPPENID
FFR_BMG,BMDGRUPPENID,BMDGRUPPENID
FUR_BMG,BMDGRUPPENID,BMDGRUPPENID
LYZ_BMG,BMDGRUPPENID,BMDGRUPPENID
RGZ_BMG,BMDGRUPPENID,BMDGRUPPENID
BGD_BMI,BUDGETMITARBID,BMIID
BRH_BML,BMLID,BMLID
BEX_BMO,FIRMENNR; FIBUNR; BUDGETMODELLNR,FIRMENNR; FIBUNR; BUDGETMODELLNR
BPA_BMO,FIRMENNR; BUDGETMODELLNR; FIBUNR,FIRMENNR; BUDGETMODELLNR; FIBUNR
BUD_BMO,FIRMENNR; BUDGETMODELLNR; FIBUNR,FIRMENNR; BUDGETMODELLNR; FIBUNR
FZE_BMO,FIBUNR; BUDGETMODELLNR; FIRMENNR,FIBUNR; BUDGETMODELLNR; FIRMENNR
FZP_BMO,FIRMENNR; BUDGETMODELLNR; FIBUNR,FIRMENNR; BUDGETMODELLNR; FIBUNR
KZP_BMO,FIBUNR; BUDGETMODELLNR; FIRMENNR,FIBUNR; BUDGETMODELLNR; FIRMENNR
DOZ_BMR,BMDROLLENID,BMDROLLENID
RGZ_BMR,BMDROLLENID,BMDROLLENID
RUZ_BMR,BMDROLLENID,BMDROLLENID
ACU_BMU,BMDUSERID,BMDUSERID
AUC_BMU,BMDUSERID,BMDUSERID
BEM_BMU,SENDUSERID,BMDUSERID
BMH_BMU,BMDUSERID,BMDUSERID
FIP_BMU,BMDUSERID,BMDUSERID
LAY_BMU,BMDUSERID,BMDUSERID
LYZ_BMU,BMDUSERID,BMDUSERID
OUN_BMU,BMDUSERID,BMDUSERID
OUW_BMU,BMDUSERID,BMDUSERID
PVY_BMU,BMDUSERID,BMDUSERID
RUZ_BMU,BMDUSERID,BMDUSERID
SCH_BMU,BMDUSERID_EXECUTE,BMDUSERID
SGD_BMU,USERID,BMDUSERID
SPC_BMU,BMDUSERID,BMDUSERID
SST_BMU,BMDUSERID,BMDUSERID
SUZ_BMU,BMDUSERID,BMDUSERID
UTH_BMU,USERID,BMDUSERID
WQU_BMU,USERID,BMDUSERID
SCH_BMU,BMDUSERID_EMAIL_OK,BMDUSERID
SCH_BMU,BMDUSERID_EMAIL_ERROR,BMDUSERID
SCH_BMU,BMDUSERID_SMS_OK,BMDUSERID
SCH_BMU,BMDUSERID_SMS_ERROR,BMDUSERID
BON_BON,REFERENZ_BONKOPFID,BONKOPFID
BOP_BON,BONKOPFID,BONKOPFID
BOR_BON,BONKOPFID,BONKOPFID
BOZ_BON,BON_BONKOPFID,BONKOPFID
BSP_BON,BONKOPFID,BONKOPFID
FMJ_BON,BONKOPFID,BONKOPFID
GSP_BON,BON_BONKOPFID,BONKOPFID
KAE_BON,BONKOPFID,BONKOPFID
KAJ_BON,BONKOPFID,BONKOPFID
KBE_BON,BON_BONKOPFID,BONKOPFID
KEP_BON,BON_BONKOPFID,BONKOPFID
KPO_BON,BONKOPFID,BONKOPFID
KSU_BON,BON_BONKOPFID,BONKOPFID
RSD_BON,BON_BONKOPFID,BONKOPFID
VEP_BON,BON_BONKOPFID,BONKOPFID
ADB_BOP,BOP_BONPOSID,BONPOSID
BDB_BOP,BONPOSID,BONPOSID
BOA_BOP,BONPOSID,BONPOSID
BOP_BOP,HAUPT_BONPOSID,BONPOSID
BOR_BOP,BONPOSID,BONPOSID
DIS_BOP,BOP_BONPOSID,BONPOSID
ERP_BOP,BONPOSID,BONPOSID
GSP_BOP,BONPOSID,BONPOSID
KAI_BOP,BONPOSID,BONPOSID
KBE_BOP,BOP_BONPOSID,BONPOSID
KEP_BOP,BOP_BONPOSID,BONPOSID
KPO_BOP,BONPOSID,BONPOSID
LAJ_BOP,BONPOSID,BONPOSID
LPO_BOP,BONPOSID,BONPOSID
RNP_BOP,BONPOSID,BONPOSID
VEP_BOP,BOP_BONPOSID,BONPOSID
WBE_BOP,BONPOSID,BONPOSID
WBZ_BOP,BONPOSID,BONPOSID
BOP_BOP,FOLGE_BONPOSID,BONPOSID
BOP_BOP,REFERENZ_BONPOSID,BONPOSID
BKJ_BOZ,BOZ_BONZAHLUNGSID,BONZAHLUNGSID
GSP_BOZ,BONZAHLUNGSID,BONZAHLUNGSID
KAE_BOZ,BOZ_BONZAHLUNGSID,BONZAHLUNGSID
KBE_BOZ,BOZ_BONZAHLUNGSID,BONZAHLUNGSID
KEP_BOZ,BOZ_BONZAHLUNGSID,BONZAHLUNGSID
ADE_BPD,FIRMENNR; BPD_ERFASSUNGSKZ; BPD_BESTPRODERFASSNR; BPD_BESTPOSLFDNR; BPD_ERFASSPOSDETLFDNR,FIRMENNR; ERFASSUNGSKZ; BESTPRODERFASSUNGSNR; BESTPOSLFDNR; ERFASSPOSDETAILLFDNR
BPB_BPD,BESTPOSLFDNR; ERFASSPOSDETAILLFDNR; BESTPRODERFASSUNGSNR; ERFASSUNGSKZ; FIRMENNR,BESTPOSLFDNR; ERFASSPOSDETAILLFDNR; BESTPRODERFASSUNGSNR; ERFASSUNGSKZ; FIRMENNR
BPD_BPD,RA_FIRMENNR; RA_ERFASSUNGSKZ; RA_BESTPRODERFASSUNGSNR; RA_ERFASSPOSDETAILLFDNR; RA_BESTPOSLFDNR,FIRMENNR; ERFASSUNGSKZ; BESTPRODERFASSUNGSNR; ERFASSPOSDETAILLFDNR; BESTPOSLFDNR
BPZ_BPD,BESTPOSDETAILID,BESTPOSDETAILID
BVO_BPD,BESTPOSDETAILID,BESTPOSDETAILID
BWW_BPD,ERFASSPOSDETAILLFDNR; BESTPOSLFDNR; BESTPRODERFASSUNGSNR; ERFASSUNGSKZ; FIRMENNR,ERFASSPOSDETAILLFDNR; BESTPOSLFDNR; BESTPRODERFASSUNGSNR; ERFASSUNGSKZ; FIRMENNR
DIS_BPD,BPD_ERFASSUNGSKZ; FIRMENNR; BPD_BESTPRODERFASSNR; BPD_BESTPOSLFDNR; BPD_ERFASSPOSDETLFDNR,ERFASSUNGSKZ; FIRMENNR; BESTPRODERFASSUNGSNR; BESTPOSLFDNR; ERFASSPOSDETAILLFDNR
EPS_BPD,BPD_BESTPOSLFDNR; BPD_ERFPOSDETAILLFDNR; BPD_BESTPRODERFNR; ERO_ERFASSUNGSKZ; ERO_FIRMENNR,BESTPOSLFDNR; ERFASSPOSDETAILLFDNR; BESTPRODERFASSUNGSNR; ERFASSUNGSKZ; FIRMENNR
ERA_BPD,BPD_ERFASSUNGSKZ; FIRMENNR; BPD_BESTPRODERFASSNR; BPD_BESTPOSLFDNR; BPD_ERFASSPOSDETLFDNR,ERFASSUNGSKZ; FIRMENNR; BESTPRODERFASSUNGSNR; BESTPOSLFDNR; ERFASSPOSDETAILLFDNR
WAB_BPD,BPD_BESTPOSLFDNR; BPD_ERFASSPOSDETLFDNR; BPD_BESTPRODERFASSNR; BPD_ERFASSUNGSKZ; BPD_FIRMENNR,BESTPOSLFDNR; ERFASSPOSDETAILLFDNR; BESTPRODERFASSUNGSNR; ERFASSUNGSKZ; FIRMENNR
WAP_BPD,BPD_FIRMENNR; BPD_ERFASSUNGSKZ; BPD_BESTPOSLFDNR; BPD_BESTPRODERFASSUNGSNR; BPD_ERFASSPOSDETAILLFDNR,FIRMENNR; ERFASSUNGSKZ; BESTPOSLFDNR; BESTPRODERFASSUNGSNR; ERFASSPOSDETAILLFDNR
WKB_BPD,ERFASSPOSDETAILLFDNR; BESTPOSLFDNR; BESTPRODERFASSUNGSNR; ERFASSUNGSKZ; FIRMENNR,ERFASSPOSDETAILLFDNR; BESTPOSLFDNR; BESTPRODERFASSUNGSNR; ERFASSUNGSKZ; FIRMENNR
WRP_BPD,FIRMENNR; ERFASSUNGSKZ; BESTPRODERFASSUNGSNR; BESTPOSLFDNR; ERFASSPOSDETAILLFDNR,FIRMENNR; ERFASSUNGSKZ; BESTPRODERFASSUNGSNR; BESTPOSLFDNR; ERFASSPOSDETAILLFDNR
BPD_BPD,ANF_BESTPOSDETAILID,BESTPOSDETAILID
BKP_BPK,FIRMENNR; ERFASSUNGSKZ; BESTPRODERFASSUNGSNR,FIRMENNR; ERFASSUNGSKZ; BESTPRODERFASSUNGSNR
BPK_BPK,VONANFR_ERFASSUNGSNR; VONANFR_ERFASSUNGSKZ; VONANFR_FIRMENNR,BESTPRODERFASSUNGSNR; ERFASSUNGSKZ; FIRMENNR
BPP_BPK,FIRMENNR; ERFASSUNGSKZ; BESTPRODERFASSUNGSNR,FIRMENNR; ERFASSUNGSKZ; BESTPRODERFASSUNGSNR
EDZ_BPK,BEST_BESTPRODERFASSNR; BEST_ERFASSUNGSKZ; FIRMENNR,BESTPRODERFASSUNGSNR; ERFASSUNGSKZ; FIRMENNR
WAR_BPK,BPK_FIRMENNR; ERFASSUNGSKZ; BESTPRODERFASSUNGSNR,FIRMENNR; ERFASSUNGSKZ; BESTPRODERFASSUNGSNR
WEE_BPK,BESTPRODERFASSUNGSNR; ERFASSUNGSKZ; FIRMENNR,BESTPRODERFASSUNGSNR; ERFASSUNGSKZ; FIRMENNR
BPK_BPK,AUFBESTPR_FIRMENNR; AUFBESTPR_ERFASSUNGSNR; AUFBESTPR_ERFASSUNGSKZ,FIRMENNR; BESTPRODERFASSUNGSNR; ERFASSUNGSKZ
BLZ_BPL,PACKAGEID,BPLID
BPD_BPP,FIRMENNR; BESTPOSLFDNR; ERFASSUNGSKZ; BESTPRODERFASSUNGSNR,FIRMENNR; BESTPOSLFDNR; ERFASSUNGSKZ; BESTPRODERFASSUNGSNR
BPP_BPP,BESTPRODERFASSUNGSNR; ERFASSUNGSKZ; HAUPT_BESTPOSLFDNR; FIRMENNR,BESTPRODERFASSUNGSNR; ERFASSUNGSKZ; BESTPOSLFDNR; FIRMENNR
EDZ_BPP,BEST_ERFASSUNGSKZ; BEST_BESTPRODERFASSNR; BEST_BESTPOSLFDNR; FIRMENNR,ERFASSUNGSKZ; BESTPRODERFASSUNGSNR; BESTPOSLFDNR; FIRMENNR
BRA_BRA,INDIV_LANDNR; INDIV_BRANCHENNR,LANDNR; BRANCHENNR
FBR_BRA,LANDNR; BRANCHENNR,LANDNR; BRANCHENNR
PBR_BRA,BRANCHENNR; LANDNR,BRANCHENNR; LANDNR
PER_BRA,BRA_LANDNR; BRANCHENNR,LANDNR; BRANCHENNR
PER_BRA,INDIV_BRANCHENNR; INDIV_BRA_LANDNR,BRANCHENNR; LANDNR
BRZ_BRB,BUEROBERECHTNR,BUEROBERECHTNR
MIT_BRC,BEREICHKZ; BEREICHLFDNR,BEREICHKZ; BEREICHLFDNR
TPR_BRC,BEREICHLFDNR; BEREICHKZ,BEREICHLFDNR; BEREICHKZ
TPR_BRC,TAET_BEREICHKZ; TAET_BEREICHLFDNR,BEREICHKZ; BEREICHLFDNR
MIT_BRG,BRG_FIRMENNR; BRGGRUPPENNR,FIRMENNR; BRGGRUPPENNR
PSW_BRG,BRGGRUPPENNR; BRG_FIRMENNR,BRGGRUPPENNR; FIRMENNR
BRS_BRH,FIRMENNR; FIBUNR; BRV_BRHID,FIRMENNR; FIBUNR; BRHID
BRV_BRH,BRHID; BRH_FIBUNR; BRH_FIRMENNR,BRHID; FIBUNR; FIRMENNR
